Coleta,Dia,Vaso,Tempo,Soil,Soil_indice_0_1,faixa_soil,Classe,predito,prob_sem_nematoide,acertou
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,144.2,142.0,0.0474747474747474,seco,0,0,0.2869764589941475,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,144.43,139.0,0.0464646464646464,seco,0,0,0.2234970118736972,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,144.66,146.0,0.0488215488215488,seco,0,0,0.2925521946619885,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,144.9,141.0,0.0471380471380471,seco,0,0,0.2820081934017994,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,145.13,146.0,0.0488215488215488,seco,0,0,0.2921058008998053,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,145.41,144.0,0.0481481481481481,seco,0,0,0.2887724675664719,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,145.65,143.0,0.0478114478114478,seco,0,0,0.2909751966113062,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,145.88,144.0,0.0481481481481481,seco,0,0,0.2851603817964914,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,146.11,144.0,0.0481481481481481,seco,0,0,0.2873826040187135,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,146.35,141.0,0.0471380471380471,seco,0,0,0.2877489238587177,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,146.58,140.0,0.0468013468013468,seco,0,0,0.2849920316281412,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,146.81,144.0,0.0481481481481481,seco,0,0,0.2857829567523997,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,147.05,139.0,0.0464646464646464,seco,0,0,0.2851031427392523,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,147.28,138.0,0.0461279461279461,seco,0,0,0.2807843596704692,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,147.55,145.0,0.0484848484848484,seco,0,0,0.2899500133935599,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,147.79,140.0,0.0468013468013468,seco,0,0,0.2929772461741146,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,148.02,141.0,0.0471380471380471,seco,0,0,0.2842724039659505,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,148.25,143.0,0.0478114478114478,seco,0,0,0.2877277911713377,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,148.49,136.0,0.0454545454545454,seco,0,0,0.281442603974494,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,148.76,145.0,0.0484848484848484,seco,0,0,0.314455740364714,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,148.99,146.0,0.0488215488215488,seco,0,0,0.3144145881013395,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,149.23,141.0,0.0471380471380471,seco,0,0,0.3076207235296971,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,149.46,139.0,0.0464646464646464,seco,0,0,0.3076207235296971,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,149.7,152.0,0.0508417508417508,seco,0,0,0.3183113546877171,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,149.93,145.0,0.0484848484848484,seco,0,0,0.316059869079454,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,150.16,140.0,0.0468013468013468,seco,0,0,0.3085098501635046,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,150.39,146.0,0.0488215488215488,seco,0,0,0.314630365134397,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,150.63,144.0,0.0481481481481481,seco,0,0,0.3135192540232859,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,150.92,143.0,0.0478114478114478,seco,0,0,0.3146252211014753,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,151.15,147.0,0.0491582491582491,seco,0,0,0.320582406599063,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,151.39,141.0,0.0471380471380471,seco,0,0,0.2967699593176205,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,151.62,140.0,0.0468013468013468,seco,0,0,0.2967699593176205,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,151.86,149.0,0.0498316498316498,seco,0,0,0.3040832395918398,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,152.09,137.0,0.0457912457912457,seco,0,0,0.2927728053783406,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,152.33,141.0,0.0471380471380471,seco,0,0,0.2313306531402737,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,152.56,143.0,0.0478114478114478,seco,0,0,0.297513191282661,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,152.79,145.0,0.0484848484848484,seco,0,0,0.3024547117504972,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,153.08,138.0,0.0461279461279461,seco,0,0,0.295438718484504,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,153.32,145.0,0.0484848484848484,seco,0,0,0.2359593162704003,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,153.55,140.0,0.0468013468013468,seco,0,0,0.3011110661741338,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,153.78,147.0,0.0491582491582491,seco,0,0,0.3075414596820651,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,154.12,141.0,0.0471380471380471,seco,0,0,0.3016082124334752,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,154.36,144.0,0.0481481481481481,seco,0,0,0.3048358376376574,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,154.59,143.0,0.0478114478114478,seco,0,0,0.3048358376376574,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,154.82,143.0,0.0478114478114478,seco,0,0,0.3070580598598797,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,155.06,138.0,0.0461279461279461,seco,0,0,0.3051979487234527,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,155.33,142.0,0.0474747474747474,seco,0,0,0.300269339321159,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,155.56,142.0,0.0474747474747474,seco,0,0,0.300269339321159,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,155.95,147.0,0.0491582491582491,seco,0,0,0.3066317736079054,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,156.5,144.0,0.0481481481481481,seco,0,0,0.2999859190377388,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,156.89,144.0,0.0481481481481481,seco,0,0,0.2988626977237817,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,157.12,145.0,0.0484848484848484,seco,0,0,0.3065941792052634,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,157.36,150.0,0.0501683501683501,seco,0,0,0.3088755745474634,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,157.59,144.0,0.0481481481481481,seco,0,0,0.3005344612304077,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,157.82,139.0,0.0464646464646464,seco,0,0,0.2960300206291928,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,158.06,144.0,0.0481481481481481,seco,0,0,0.2971358707975429,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,158.29,143.0,0.0478114478114478,seco,0,0,0.3000187717958157,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,158.58,139.0,0.0464646464646464,seco,0,0,0.3018667316700283,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,158.82,139.0,0.0464646464646464,seco,0,0,0.2943980997557888,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,159.05,146.0,0.0488215488215488,seco,0,0,0.3127564497011011,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,159.28,146.0,0.0488215488215488,seco,0,0,0.3057643482353154,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,159.53,138.0,0.0461279461279461,seco,0,0,0.2977065176483341,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,159.77,142.0,0.0474747474747474,seco,0,0,0.3023267862686028,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,160.0,142.0,0.0474747474747474,seco,0,0,0.3000874700292866,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,160.24,143.0,0.0478114478114478,seco,0,0,0.3030506919925085,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,160.47,143.0,0.0478114478114478,seco,0,0,0.3012636093433569,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,160.7,146.0,0.0488215488215488,seco,0,0,0.3068555390277014,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,160.94,150.0,0.0501683501683501,seco,0,0,0.3099852237581318,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,161.17,147.0,0.0491582491582491,seco,0,0,0.304340729804049,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,161.41,141.0,0.0471380471380471,seco,0,0,0.303292529032315,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,161.64,144.0,0.0481481481481481,seco,0,0,0.3031658203168966,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,161.93,148.0,0.0494949494949494,seco,0,0,0.3065194968798413,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,162.16,147.0,0.0491582491582491,seco,0,0,0.2980984066379936,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,162.4,142.0,0.0474747474747474,seco,0,0,0.3024443864753293,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,162.63,139.0,0.0464646464646464,seco,0,0,0.3012078273355443,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,162.88,146.0,0.0488215488215488,seco,0,0,0.3081110375790258,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,163.11,144.0,0.0481481481481481,seco,0,0,0.2502040268917484,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,163.35,144.0,0.0481481481481481,seco,0,0,0.302222758766435,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,163.58,140.0,0.0468013468013468,seco,0,0,0.3053056033412151,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,163.81,147.0,0.0491582491582491,seco,0,0,0.3122278614220041,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,164.05,139.0,0.0464646464646464,seco,0,0,0.3068199004476175,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,164.28,144.0,0.0481481481481481,seco,0,0,0.251654644175699,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,164.51,146.0,0.0488215488215488,seco,0,0,0.3122278614220041,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,164.75,139.0,0.0464646464646464,seco,0,0,0.2129900598904305,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,164.98,135.0,0.0451178451178451,seco,0,0,0.3081861248558171,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,165.28,134.0,0.0447811447811447,seco,0,0,0.3074782395511576,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,165.51,142.0,0.0474747474747474,seco,0,0,0.3149997399020606,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,165.74,143.0,0.0478114478114478,seco,0,0,0.3173440159963367,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,165.98,138.0,0.0461279461279461,seco,0,0,0.3149558802529378,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,166.22,149.0,0.0498316498316498,seco,0,0,0.3281827772694381,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,166.45,138.0,0.0461279461279461,seco,0,0,0.3116664065687273,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,166.69,140.0,0.0468013468013468,seco,0,0,0.3160645547168754,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,166.92,145.0,0.0484848484848484,seco,0,0,0.2569535802013352,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,167.15,141.0,0.0471380471380471,seco,0,0,0.2540830904615919,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,167.41,148.0,0.0494949494949494,seco,0,0,0.3207882809275734,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,167.64,143.0,0.0478114478114478,seco,0,0,0.3141927484185985,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,167.87,141.0,0.0471380471380471,seco,0,0,0.3119276240567,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,168.11,141.0,0.0471380471380471,seco,0,0,0.3130387351678111,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,168.35,138.0,0.0461279461279461,seco,0,0,0.3109276240567,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,168.62,142.0,0.0474747474747474,seco,0,0,0.3191658827266385,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,168.86,139.0,0.0464646464646464,seco,0,0,0.3119276240567,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,169.09,148.0,0.0494949494949494,seco,0,0,0.32145494759424,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,169.32,143.0,0.0478114478114478,seco,0,0,0.312856657985734,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,169.56,147.0,0.0491582491582491,seco,0,0,0.3183436806470686,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,169.95,139.0,0.0464646464646464,seco,0,0,0.3121327522618282,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,170.5,139.0,0.0464646464646464,seco,0,0,0.3158021760280262,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,170.95,141.0,0.0471380471380471,seco,0,0,0.319721438282194,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,171.19,142.0,0.0474747474747474,seco,0,0,0.3276534195095881,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,171.42,147.0,0.0491582491582491,seco,0,0,0.3316824017833407,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,171.66,143.0,0.0478114478114478,seco,0,0,0.3294342358025995,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,171.93,149.0,0.0498316498316498,seco,0,0,0.3387604160221992,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,172.17,143.0,0.0478114478114478,seco,0,0,0.3309492979678164,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,172.4,145.0,0.0484848484848484,seco,0,0,0.3353703727114718,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,172.63,141.0,0.0471380471380471,seco,0,0,0.264238805197439,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,172.87,140.0,0.0468013468013468,seco,0,0,0.3287448223359215,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,173.1,139.0,0.0464646464646464,seco,0,0,0.4064074098651838,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,173.34,141.0,0.0471380471380471,seco,0,0,0.3297757638319792,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,173.57,146.0,0.0488215488215488,seco,0,0,0.3353916481570592,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,173.81,142.0,0.0474747474747474,seco,0,0,0.3318035207754248,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,174.1,146.0,0.0488215488215488,seco,0,0,0.3319798959622001,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,174.33,147.0,0.0491582491582491,seco,0,0,0.3298039700362741,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,174.56,142.0,0.0474747474747474,seco,0,0,0.3233694647500376,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,174.8,146.0,0.0488215488215488,seco,0,0,0.3275817478140519,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,175.04,147.0,0.0491582491582491,seco,0,0,0.3276458503781544,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,175.28,143.0,0.0478114478114478,seco,0,0,0.3219132357938087,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,175.52,143.0,0.0478114478114478,seco,0,0,0.323723000103573,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,175.75,144.0,0.0481481481481481,seco,0,0,0.3312931046758327,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,175.98,145.0,0.0484848484848484,seco,0,0,0.4088806051901807,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,176.22,143.0,0.0478114478114478,seco,0,0,0.3402331437565875,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,176.46,146.0,0.0488215488215488,seco,0,0,0.3439000947441572,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,176.69,146.0,0.0488215488215488,seco,0,0,0.3491558325346157,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,176.92,145.0,0.0484848484848484,seco,0,0,0.3489822001866713,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,177.15,136.0,0.0454545454545454,seco,0,0,0.3294416172712861,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,177.43,130.0,0.0434343434343434,seco,0,0,0.3286138302496555,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,177.66,145.0,0.0484848484848484,seco,0,0,0.3453136715676792,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,177.9,139.0,0.0464646464646464,seco,0,0,0.336553266755282,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,178.13,140.0,0.0468013468013468,seco,0,0,0.3367014149034301,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,178.37,145.0,0.0484848484848484,seco,0,0,0.4141781186797691,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,178.64,143.0,0.0478114478114478,seco,0,0,0.3431891785779951,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,178.88,144.0,0.0481481481481481,seco,0,0,0.3453983289047925,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,179.11,147.0,0.0491582491582491,seco,0,0,0.347000702106441,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,179.34,145.0,0.0484848484848484,seco,0,0,0.3459669563557729,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,179.57,140.0,0.0468013468013468,seco,0,0,0.3363953213993291,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,179.81,146.0,0.0488215488215488,seco,0,0,0.3431295598078794,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,180.04,140.0,0.0468013468013468,seco,0,0,0.3401116513656591,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,180.27,140.0,0.0468013468013468,seco,0,0,0.3364347829124748,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,180.51,146.0,0.0488215488215488,seco,0,0,0.341673083729559,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,180.8,141.0,0.0471380471380471,seco,0,0,0.3365732664554299,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,181.04,142.0,0.0474747474747474,seco,0,0,0.3387954886776521,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,181.27,140.0,0.0468013468013468,seco,0,0,0.3386088789910425,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,181.5,146.0,0.0488215488215488,seco,0,0,0.3432471578036331,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,181.74,132.0,0.0441077441077441,seco,0,0,0.3302419714602005,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,181.98,140.0,0.0468013468013468,seco,0,0,0.3365681461277289,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,182.21,145.0,0.0484848484848484,seco,0,0,0.3440351968328869,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,182.45,139.0,0.0464646464646464,seco,0,0,0.3373127156104058,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,182.68,141.0,0.0471380471380471,seco,0,0,0.3387028960850595,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,182.92,152.0,0.0508417508417508,seco,0,0,0.3521527167759017,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,183.15,143.0,0.0478114478114478,seco,0,0,0.3396305689404542,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,183.38,142.0,0.0474747474747474,seco,0,0,0.339520778474228,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,183.62,139.0,0.0464646464646464,seco,0,0,0.3372890767641862,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,184.01,147.0,0.0491582491582491,seco,0,0,0.3470188456466071,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,184.56,140.0,0.0468013468013468,seco,0,0,0.3348612849410512,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,184.95,135.0,0.0451178451178451,seco,0,0,0.3338960728508123,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,185.22,139.0,0.0464646464646464,seco,0,0,0.3359547103959648,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,185.55,143.0,0.0478114478114478,seco,0,0,0.3394563938976483,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,185.79,137.0,0.0457912457912457,seco,0,0,0.3987011462529685,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,186.02,138.0,0.0461279461279461,seco,0,0,0.3347919196982905,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,186.26,148.0,0.0494949494949494,seco,0,0,0.3422495447119877,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,186.5,143.0,0.0478114478114478,seco,0,0,0.3386388640923136,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,186.73,143.0,0.0478114478114478,seco,0,0,0.3353426372838918,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,186.96,143.0,0.0478114478114478,seco,0,0,0.3347716340258309,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,187.19,147.0,0.0491582491582491,seco,0,0,0.3403164418971245,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,187.49,144.0,0.0481481481481481,seco,0,0,0.3347716340258309,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,187.72,145.0,0.0484848484848484,seco,0,0,0.3391195404208161,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,187.96,142.0,0.0474747474747474,seco,0,0,0.334654963444044,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,188.2,146.0,0.0488215488215488,seco,0,0,0.3492069730747493,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,188.44,128.0,0.0427609427609427,seco,0,0,0.3397632437927736,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,188.67,140.0,0.0468013468013468,seco,0,0,0.3454644448339654,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,188.9,142.0,0.0474747474747474,seco,0,0,0.3511929693958234,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,189.13,144.0,0.0481481481481481,seco,0,0,0.3513613195641735,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,189.37,143.0,0.0478114478114478,seco,0,0,0.3502631441829099,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,189.61,138.0,0.0461279461279461,seco,0,0,0.3449644448339654,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,189.84,142.0,0.0474747474747474,seco,0,0,0.3460200003895209,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,190.08,141.0,0.0471380471380471,seco,0,0,0.3492867132064789,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,190.31,142.0,0.0474747474747474,seco,0,0,0.3506274987671227,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,190.55,129.0,0.0430976430976431,seco,0,0,0.3394229221579201,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,190.83,141.0,0.0471380471380471,seco,0,0,0.3498194179590418,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,191.06,145.0,0.0484848484848484,seco,0,0,0.3537281354694105,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,191.3,146.0,0.0488215488215488,seco,0,0,0.3475090645577794,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,191.53,142.0,0.0474747474747474,seco,0,0,0.3462319527961501,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,191.76,146.0,0.0488215488215488,seco,0,0,0.3534043463452498,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,192.0,139.0,0.0464646464646464,seco,0,0,0.3446364379030293,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,192.23,140.0,0.0468013468013468,seco,0,0,0.3457475490141404,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,192.46,146.0,0.0488215488215488,seco,0,0,0.3532191611600647,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,192.7,143.0,0.0478114478114478,seco,0,0,0.291890429989993,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,192.99,144.0,0.0481481481481481,seco,0,0,0.3502211916197182,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,193.22,145.0,0.0484848484848484,seco,0,0,0.3518111387096653,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,193.46,139.0,0.0464646464646464,seco,0,0,0.3444777077442992,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,193.69,142.0,0.0474747474747474,seco,0,0,0.3488009081994347,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,193.94,140.0,0.0468013468013468,seco,0,0,0.3464199558184823,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,194.17,144.0,0.0481481481481481,seco,0,0,0.3502320848659055,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,194.4,141.0,0.0471380471380471,seco,0,0,0.2911363632598087,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,194.64,140.0,0.0468013468013468,seco,0,0,0.3480474346930133,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,194.87,140.0,0.0468013468013468,seco,0,0,0.3467809234265021,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,195.11,141.0,0.0471380471380471,seco,0,0,0.3501686468142254,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,195.34,141.0,0.0471380471380471,seco,0,0,0.3513807680263467,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,195.58,141.0,0.0471380471380471,seco,0,0,0.3514399310855097,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,195.81,142.0,0.0474747474747474,seco,0,0,0.3538029754485541,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,196.04,140.0,0.0468013468013468,seco,0,0,0.3491585458041244,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,196.34,142.0,0.0474747474747474,seco,0,0,0.2965241503290227,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,196.57,144.0,0.0481481481481481,seco,0,0,0.3523550606419436,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,196.8,142.0,0.0474747474747474,seco,0,0,0.3524182242173023,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,197.04,142.0,0.0474747474747474,seco,0,0,0.3515397701976209,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,197.28,143.0,0.0478114478114478,seco,0,0,0.3477577909680158,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,197.51,141.0,0.0471380471380471,seco,0,0,0.3457412588537878,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,197.75,137.0,0.0457912457912457,seco,0,0,0.347051951917547,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,198.14,143.0,0.0478114478114478,seco,0,0,0.347796322933867,True
dia 12 - Soja Heterodera Vaso 7,12.0,7.0,198.69,143.0,0.0478114478114478,seco,0,0,0.3514525723381921,True
